"Node ID","Shell index","Degree","Betweenness centrality","Closeness centrality","Eigenvector centrality"
"0","4.0","6.0","0.053292088964290885","0.6047971961593223","0.009523809523809525"
"1","4.0","4.0","3.5065664071314256E-4","0.36186845224746106","0.009523809523809525"
"2","4.0","4.0","0.003733432153944937","0.39813906331763477","0.009523809523809525"
"3","6.0","23.0","0.545553822369997","0.7535910518053371","0.009523809523809525"
"4","4.0","8.0","0.45117038628904654","0.8658390481698753","0.009523809523809525"
"5","4.0","7.0","0.09234886928436992","0.6659453560138493","0.009523809523809525"
"6","5.0","11.0","0.40362800177657926","0.8002927729205099","0.009523809523809525"
"7","5.0","8.0","0.49272521534923286","0.9626804567981037","0.009523809523809525"
"8","6.0","25.0","0.5370556976821008","0.7923676323676322","0.009523809523809525"
"9","6.0","16.0","0.7054496813770901","0.9535327953296702","0.009523809523809525"
"10","6.0","15.0","0.24184338772989541","0.5787785984507298","0.009523809523809525"
"11","6.0","18.0","0.2099442641949194","0.6943490537240536","0.009523809523809525"
"12","6.0","25.0","0.6829857777490396","0.8082759731111377","0.009523809523809525"
"13","6.0","13.0","0.12924109847125811","0.5787785984507298","0.009523809523809525"
"14","6.0","9.0","0.42187730889972275","0.8914469560857392","0.009523809523809525"
"15","4.0","5.0","0.005510978778916759","0.2982929991356957","0.009523809523809525"
"16","3.0","3.0","0.0","0.22184250066287575","0.009523809523809525"
"17","5.0","5.0","8.76944628652271E-4","0.3270486656200942","0.009523809523809525"
"18","3.0","3.0","3.5065664071314256E-4","0.43595310464611364","0.009523809523809525"
"19","4.0","5.0","0.2619757510207855","0.7015736876364055","0.009523809523809525"
"20","6.0","10.0","0.1880477483625155","0.8082759731111377","0.009523809523809525"
"21","5.0","5.0","8.913900798815042E-4","0.3221877837262451","0.009523809523809525"
"22","5.0","7.0","0.05131521488347266","0.6114102564102564","0.009523809523809525"
"23","6.0","9.0","0.013966197044348145","0.33193740357064144","0.009523809523809525"
"24","6.0","9.0","0.0355512851223181","0.6729730750349306","0.009523809523809525"
"25","5.0","5.0","0.005987101673207768","0.46396350563017213","0.009523809523809525"
"26","6.0","9.0","0.04284467258890379","0.6589656077710682","0.009523809523809525"
"27","6.0","9.0","0.020715509313881532","0.5287364392795701","0.009523809523809525"
"28","3.0","3.0","0.027521940474931464","0.585219057258531","0.009523809523809525"
"29","4.0","4.0","0.06949175344387051","0.6247695257762371","0.009523809523809525"
"30","6.0","20.0","1.0","1.0","0.009523809523809525"
"31","6.0","11.0","0.22829302394390902","0.8163178733031672","0.009523809523809525"
"32","5.0","5.0","0.0013067346856055857","0.279655067155067","0.009523809523809525"
"33","6.0","9.0","0.009616096176149606","0.31254864116053904","0.009523809523809525"
"34","5.0","5.0","0.0016063275159639394","0.0","0.009523809523809525"
"35","6.0","10.0","0.05988470007171714","0.37207953336985594","0.009523809523809525"
"36","5.0","5.0","0.022189784502343848","0.26142676005313353","0.009523809523809525"
"37","6.0","7.0","0.02608874446960568","0.2982929991356957","0.009523809523809525"
"38","6.0","7.0","0.01886908581040342","0.279655067155067","0.009523809523809525"
"39","6.0","8.0","0.04390933820494028","0.36695906432748554","0.009523809523809525"
"40","6.0","18.0","0.3314862034140869","0.6729730750349306","0.009523809523809525"
"41","6.0","8.0","0.02367961792058548","0.4928519756105961","0.009523809523809525"
"42","5.0","6.0","0.005073300499845267","0.33685423771630646","0.009523809523809525"
"43","4.0","5.0","0.011994852643205945","0.279655067155067","0.009523809523809525"
"44","5.0","5.0","0.0014258468955895285","0.34677316902750405","0.009523809523809525"
"45","6.0","6.0","0.001700852411628018","0.4582924767540152","0.009523809523809525"
"46","4.0","4.0","0.30646894929008484","0.5471995746189292","0.009523809523809525"
"47","6.0","18.0","0.19881716559399007","0.6383093258093255","0.009523809523809525"
"48","4.0","4.0","0.001791680427847354","0.5660235529942369","0.009523809523809525"
"49","5.0","8.0","0.7431207966131319","0.9626804567981037","0.009523809523809525"
"50","3.0","3.0","0.023862647332180974","0.6114102564102564","0.009523809523809525"
"51","4.0","6.0","0.1460703723466147","0.6659453560138493","0.009523809523809525"
"52","4.0","5.0","0.09554055284509493","0.6729730750349306","0.009523809523809525"
"53","5.0","5.0","0.39219932599449375","0.7535910518053371","0.009523809523809525"
"54","6.0","6.0","0.0012799917822329063","0.33193740357064144","0.009523809523809525"
"55","4.0","4.0","0.008727814936178408","0.40344431687715254","0.009523809523809525"
"56","4.0","4.0","0.025344500423901548","0.38762273229728855","0.009523809523809525"
"57","4.0","5.0","0.07935794017644282","0.5723802341449398","0.009523809523809525"
"58","5.0","13.0","0.5396665136302955","0.9905590441304728","0.009523809523809525"
"59","4.0","5.0","0.006650004686624524","0.07736531760922007","0.009523809523809525"
"60","4.0","6.0","0.021095049580188218","0.19649743396445232","0.009523809523809525"
"61","4.0","4.0","0.015868765899828795","0.21756184991479108","0.009523809523809525"
"62","4.0","6.0","0.016128817528191758","0.2048561518057539","0.009523809523809525"
"63","4.0","4.0","0.0","0.06678551472740345","0.009523809523809525"
"64","4.0","9.0","0.2033274903253023","0.6659453560138493","0.009523809523809525"
"65","4.0","7.0","0.031704303434315385","0.4696696492362126","0.009523809523809525"
"66","6.0","21.0","0.4675578507378029","0.7535910518053371","0.009523809523809525"
"67","4.0","6.0","0.21089950269970897","0.4526562394660553","0.009523809523809525"
"68","4.0","4.0","0.012995796317616787","0.4870020604395601","0.009523809523809525"
"69","4.0","5.0","0.07542362028558801","0.4195518337084599","0.009523809523809525"
"70","5.0","7.0","0.026357170426036972","0.504662529899123","0.009523809523809525"
"71","6.0","15.0","0.2810102445225936","0.7766890149561629","0.009523809523809525"
"72","6.0","22.0","0.651959761468796","0.8828463203463205","0.009523809523809525"
"73","6.0","21.0","0.3097107812629852","0.6315166315166315","0.009523809523809525"
"74","6.0","16.0","0.10962692665446779","0.5787785984507298","0.009523809523809525"
"75","7.0","16.0","0.11005813438904397","0.7309827981206072","0.009523809523809525"
"76","6.0","13.0","0.5757312828442684","0.9001132455330927","0.009523809523809525"
"77","5.0","7.0","0.2929931850410359","0.8082759731111377","0.009523809523809525"
"78","5.0","5.0","7.156660510271285E-4","0.38762273229728855","0.009523809523809525"
"79","6.0","8.0","0.012814689870758109","0.504662529899123","0.009523809523809525"
"80","4.0","4.0","8.980207053116196E-4","0.4582924767540152","0.009523809523809525"
"81","4.0","4.0","0.0053165032033443225","0.33685423771630646","0.009523809523809525"
"82","7.0","9.0","0.005187787593483095","0.5787785984507298","0.009523809523809525"
"83","6.0","8.0","0.028310780053987586","0.5534336213947864","0.009523809523809525"
"84","7.0","23.0","0.41511481792479776","0.708848843464228","0.009523809523809525"
"85","4.0","5.0","0.05633120872967578","0.6659453560138493","0.009523809523809525"
"86","6.0","14.0","0.24804206706016957","0.6451480722667162","0.009523809523809525"
"87","5.0","5.0","0.007113467342167773","0.34677316902750405","0.009523809523809525"
"88","5.0","5.0","2.6772125266065656E-4","0.3928652949424462","0.009523809523809525"
"89","5.0","6.0","0.0010931951150310144","0.408781338422057","0.009523809523809525"
"90","5.0","5.0","0.0074232563328838225","0.38241109922525846","0.009523809523809525"
"91","6.0","8.0","0.028398883892685422","0.40344431687715254","0.009523809523809525"
"92","3.0","3.0","0.0","0.34677316902750405","0.009523809523809525"
"93","5.0","7.0","0.10893405422543366","0.6114102564102564","0.009523809523809525"
"94","4.0","7.0","0.09196948920869172","0.43595310464611364","0.009523809523809525"
"95","4.0","4.0","0.050955018709799835","0.38241109922525846","0.009523809523809525"
"96","5.0","6.0","0.0053032996105994625","0.34179941096367594","0.009523809523809525"
"97","5.0","6.0","0.0044808341984522845","0.2704905591645922","0.009523809523809525"
"98","5.0","5.0","0.0026014332730407703","0.15994958649597818","0.009523809523809525"
"99","6.0","12.0","0.2846382891295942","0.5166230594802023","0.009523809523809525"
"100","6.0","12.0","0.051038635776440765","0.31254864116053904","0.009523809523809525"
"101","4.0","5.0","0.006758672967964944","0.26142676005313353","0.009523809523809525"
"102","4.0","4.0","0.2939168325092102","0.5106238698010851","0.009523809523809525"
"103","2.0","2.0","0.0","0.019378747715984208","0.009523809523809525"
"104","2.0","3.0","0.0108381821039848","0.15599310714991935","0.009523809523809525"
"Spearman's correlation","Degree","0.8327991961154636"
"Spearman's correlation","Betweenness","0.3681230636144496"
"Spearman's correlation","Closeness","0.3526724822904934"
"Spearman's correlation","Eigenvector","0.0"
